sender_user_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,segment
U25784,2024-11-13 13:47:33,3,195780,47,3,2,3,Casual
U25785,2024-11-08 10:06:47,2,322864,52,3,2,4,Casual
U25786,2024-11-23 22:15:14,2,169444,37,4,2,3,Potential Loyalists
U25787,2024-05-09 18:22:47,1,318767,235,1,1,4,Dormant
U25788,2024-11-21 13:49:05,4,806419,39,4,3,4,Champions
U25790,2024-02-13 17:36:38,1,103642,321,1,1,2,Dormant
U25791,2024-05-06 19:08:40,2,174812,238,1,2,3,Dormant
U25792,2024-09-29 11:22:41,3,337954,92,2,2,4,Dormant
U25793,2024-08-10 16:03:18,2,148560,142,2,2,3,Dormant
U25794,2024-07-23 10:22:02,3,215046,160,2,2,3,Dormant
U25795,2024-12-06 11:11:00,3,34254,24,4,2,1,Potential Loyalists
U25796,2024-03-11 16:40:15,1,80334,294,1,1,2,Dormant
U25797,2024-05-21 09:55:35,2,181743,223,1,2,3,Dormant
U25798,2024-12-12 23:18:17,4,564772,18,4,3,4,Champions
U25800,2024-10-31 14:49:08,7,658371,60,3,4,4,Loyal Customers
U25801,2024-11-11 15:20:33,6,226172,49,3,3,3,Loyal Customers
U25802,2024-11-05 21:45:03,2,87241,55,3,2,2,Casual
U25803,2024-10-02 17:55:53,2,516275,89,2,2,4,Dormant
U25804,2024-11-05 16:43:52,2,11445,55,3,2,1,Casual
U25805,2024-08-07 15:31:06,3,263504,145,2,2,4,Dormant
U25806,2024-11-13 08:17:17,2,178333,47,3,2,3,Casual
U25807,2024-08-31 14:36:05,1,29600,121,2,1,1,Dormant
U25809,2024-11-14 21:19:31,4,318109,46,3,3,4,Loyal Customers
U25810,2024-06-11 21:06:21,3,168097,202,1,2,3,Dormant
U25811,2024-12-19 11:39:16,1,12653,11,4,1,1,New Customers
U25812,2024-09-30 12:52:05,2,27583,91,2,2,1,Dormant
U25813,2024-11-30 23:18:06,2,19642,30,4,2,1,Potential Loyalists
U25814,2024-11-27 12:06:47,1,5693,33,4,1,1,New Customers
U25815,2024-06-27 08:32:45,1,61295,186,1,1,2,Dormant
U25816,2024-05-30 12:33:05,2,15674,214,1,2,1,Dormant
U25817,2024-05-31 20:31:50,3,41314,213,1,2,2,Dormant
U25818,2024-01-30 22:06:01,2,239399,335,1,2,3,Dormant
U25819,2024-04-24 08:18:53,3,228384,250,1,2,3,Dormant
U25820,2024-11-19 18:13:55,5,110727,41,4,3,2,Champions
U25821,2024-05-08 11:55:05,2,58832,236,1,2,2,Dormant
U25822,2024-12-11 15:48:29,5,649210,19,4,3,4,Champions
U25824,2024-09-27 11:44:18,1,62137,94,2,1,2,Dormant
U25825,2024-10-30 14:54:29,2,58624,61,3,2,2,Casual
U25826,2024-02-04 14:13:28,1,147976,330,1,1,3,Dormant
U25827,2024-11-11 16:43:40,3,94052,49,3,2,2,Casual
U25828,2024-06-01 20:31:00,3,172286,212,1,2,3,Dormant
U25829,2024-12-05 08:43:06,1,2533,25,4,1,1,New Customers
U25830,2024-11-10 14:46:24,2,259520,50,3,2,4,Casual
U25831,2024-11-12 23:03:32,4,71235,48,3,3,2,Loyal Customers
U25832,2024-12-21 21:59:11,3,352638,9,4,2,4,Potential Loyalists
U25833,2024-12-24 21:38:47,4,178288,6,4,3,3,Champions
U25834,2024-12-02 12:46:47,2,252859,28,4,2,3,Potential Loyalists
U25835,2024-11-06 18:32:16,2,164439,54,3,2,3,Casual
U25836,2024-12-28 15:26:42,9,727339,2,4,4,4,Champions
U25837,2024-10-03 16:00:30,4,94216,88,2,3,2,At Risk
U25838,2024-11-28 09:54:25,1,26514,32,4,1,1,New Customers
U25839,2024-09-27 12:45:24,3,36017,94,2,2,2,Dormant
U25842,2024-11-28 19:42:41,3,55695,32,4,2,2,Potential Loyalists
U25843,2024-01-16 12:11:55,1,10156,349,1,1,1,Dormant
U25844,2024-10-16 08:16:04,2,310826,75,3,2,4,Casual
U25845,2024-09-27 09:58:10,2,147580,94,2,2,3,Dormant
U25846,2024-07-25 15:20:17,3,42809,158,2,2,2,Dormant
U25847,2024-09-28 14:57:02,3,64012,93,2,2,2,Dormant
U25848,2024-07-31 20:30:22,2,424104,152,2,2,4,Dormant
U25849,2024-03-23 11:28:58,2,102576,282,1,2,2,Dormant
U25850,2024-11-05 12:48:54,2,270465,55,3,2,4,Casual
U25851,2024-10-05 20:14:21,1,117833,86,2,1,3,Dormant
U25852,2024-11-13 20:14:04,3,94598,47,3,2,2,Casual
U25853,2024-11-12 18:47:00,7,639991,48,3,4,4,Loyal Customers
U25854,2024-09-20 09:37:26,1,15469,101,2,1,1,Dormant
U25855,2024-06-17 23:14:35,2,153614,196,1,2,3,Dormant
U25856,2024-08-27 23:39:39,2,55052,125,2,2,2,Dormant
U25857,2024-12-04 08:34:29,2,31106,26,4,2,1,Potential Loyalists
U25858,2024-11-06 15:16:46,2,59375,54,3,2,2,Casual
U25859,2024-08-25 19:52:33,1,16138,127,2,1,1,Dormant
U25860,2024-11-13 23:52:01,2,22629,47,3,2,1,Casual
U25861,2024-03-09 13:16:36,1,21039,296,1,1,1,Dormant
U25862,2024-10-23 17:37:00,2,34311,68,3,2,1,Casual
U25863,2024-12-26 13:48:52,4,96693,4,4,3,2,Champions
U25865,2024-11-25 08:19:44,2,117499,35,4,2,3,Potential Loyalists
U25866,2024-11-12 15:55:21,3,40056,48,3,2,2,Casual
U25867,2024-10-01 20:38:32,3,100807,90,2,2,2,Dormant
U25868,2024-11-26 18:00:09,4,426269,34,4,3,4,Champions
U25870,2024-12-25 22:13:10,2,367399,5,4,2,4,Potential Loyalists
U25871,2024-08-08 09:24:05,2,200035,144,2,2,3,Dormant
U25872,2024-11-09 08:37:17,3,54243,51,3,2,2,Casual
U25873,2024-12-15 10:34:04,4,516209,15,4,3,4,Champions
U25874,2024-11-08 12:34:51,2,61699,52,3,2,2,Casual
U25875,2024-12-21 08:39:16,4,189858,9,4,3,3,Champions
U25876,2024-12-12 17:19:40,6,669314,18,4,3,4,Champions
U25877,2024-11-14 15:41:20,3,110040,46,3,2,2,Casual
U25878,2024-11-03 19:33:17,2,26077,57,3,2,1,Casual
U25879,2024-12-18 13:36:11,5,259665,12,4,3,4,Champions
U25881,2024-12-26 22:37:16,6,201299,4,4,3,3,Champions
U25882,2024-07-27 12:51:11,3,360396,156,2,2,4,Dormant
U25883,2024-01-03 11:34:02,1,37387,362,1,1,2,Dormant
U25884,2024-06-12 18:51:46,3,88111,201,1,2,2,Dormant
U25885,2024-11-14 13:08:25,4,428487,46,3,3,4,Loyal Customers
U25886,2024-05-03 20:51:42,2,292741,241,1,2,4,Dormant
U25887,2024-11-24 16:49:42,3,133790,36,4,2,3,Potential Loyalists
U25889,2024-11-25 23:06:00,3,60872,35,4,2,2,Potential Loyalists
U25890,2024-12-25 08:25:41,2,95016,5,4,2,2,Potential Loyalists
U25891,2024-12-05 21:31:24,5,265982,25,4,3,4,Champions
U25892,2024-10-14 13:10:37,4,173467,77,3,3,3,Loyal Customers
U25893,2024-08-07 20:33:50,3,152652,145,2,2,3,Dormant
U25894,2024-07-09 09:13:22,1,280077,174,1,1,4,Dormant
U25895,2024-01-22 11:17:21,1,4603,343,1,1,1,Dormant
U25896,2024-09-22 11:28:01,1,269254,99,2,1,4,Dormant
U25897,2024-10-28 20:55:21,2,23559,63,3,2,1,Casual
U25898,2024-04-22 16:25:18,1,20992,252,1,1,1,Dormant
U25900,2024-01-06 09:33:57,1,45695,359,1,1,2,Dormant
U25901,2024-11-11 21:13:20,3,164365,49,3,2,3,Casual
U25902,2024-09-20 13:05:58,1,3016,101,2,1,1,Dormant
U25903,2024-08-18 16:30:18,1,27289,134,2,1,1,Dormant
U25904,2024-05-18 23:31:01,1,106552,226,1,1,2,Dormant
U25905,2024-11-05 18:11:39,3,247069,55,3,2,3,Casual
U25906,2024-10-08 18:36:48,4,532674,83,2,3,4,Can't Lose Them
U25907,2024-12-06 21:08:31,5,91160,24,4,3,2,Champions
U25908,2024-12-29 15:33:08,5,991766,1,4,3,4,Champions
U25909,2024-02-18 20:35:33,1,76230,316,1,1,2,Dormant
U25910,2024-07-18 14:53:57,2,59105,165,2,2,2,Dormant
U25911,2024-04-21 09:12:40,1,37586,253,1,1,2,Dormant
U25912,2024-10-30 18:30:31,3,150858,61,3,2,3,Casual
U25913,2024-12-20 17:10:51,3,773347,10,4,2,4,Potential Loyalists
U25914,2024-06-15 14:31:37,3,624339,198,1,2,4,Dormant
U25915,2024-10-29 14:05:49,4,351610,62,3,3,4,Loyal Customers
U25916,2024-03-13 17:08:05,2,141714,292,1,2,3,Dormant
U25917,2024-09-30 22:36:42,2,289817,91,2,2,4,Dormant
U25919,2024-11-04 13:50:48,1,24631,56,3,1,1,Casual
U25920,2024-10-02 10:40:27,3,102052,89,2,2,2,Dormant
U25921,2024-12-17 13:41:36,1,32713,13,4,1,1,New Customers
U25923,2024-10-01 18:30:55,1,2194,90,2,1,1,Dormant
U25924,2024-12-18 09:21:18,4,185059,12,4,3,3,Champions
U25925,2024-11-10 11:42:34,4,421046,50,3,3,4,Loyal Customers
U25926,2024-09-30 20:50:28,5,107334,91,2,3,2,At Risk
U25927,2024-01-22 19:48:55,1,303026,343,1,1,4,Dormant
U25928,2024-10-03 19:06:27,2,31810,88,2,2,1,Dormant
U25929,2024-12-29 11:17:27,3,108990,1,4,2,2,Potential Loyalists
U25930,2024-04-25 08:34:50,1,185901,249,1,1,3,Dormant
U25931,2024-11-15 20:28:48,3,452008,45,3,2,4,Casual
U25932,2024-04-04 23:36:27,2,220562,270,1,2,3,Dormant
U25933,2024-06-26 15:03:03,1,30483,187,1,1,1,Dormant
U25934,2024-11-22 10:36:11,2,167267,38,4,2,3,Potential Loyalists
U25935,2024-03-06 22:00:34,1,83641,299,1,1,2,Dormant
U25936,2024-05-30 10:42:17,2,204313,214,1,2,3,Dormant
U25937,2024-11-10 20:48:28,3,148755,50,3,2,3,Casual
U25938,2024-09-27 10:12:20,2,76021,94,2,2,2,Dormant
U25939,2024-11-24 21:29:11,2,34043,36,4,2,1,Potential Loyalists
U25940,2024-10-31 08:00:17,3,286141,60,3,2,4,Casual
U25942,2024-12-01 17:04:22,2,331665,29,4,2,4,Potential Loyalists
U25943,2024-12-21 21:12:32,3,288763,9,4,2,4,Potential Loyalists
U25945,2024-12-23 21:03:26,6,717924,7,4,3,4,Champions
U25946,2024-11-26 18:54:21,2,165466,34,4,2,3,Potential Loyalists
U25947,2024-03-23 18:34:20,3,104949,282,1,2,2,Dormant
U25949,2024-12-03 20:34:40,5,657197,27,4,3,4,Champions
U25950,2024-11-16 22:08:11,2,178068,44,3,2,3,Casual
U25952,2024-03-16 19:01:15,2,58755,289,1,2,2,Dormant
U25953,2024-11-10 15:02:43,3,48404,50,3,2,2,Casual
U25954,2024-12-07 08:50:03,5,44520,23,4,3,2,Champions
U25956,2024-10-06 17:27:33,3,87426,85,2,2,2,Dormant
U25957,2024-01-30 13:13:46,1,1981,335,1,1,1,Dormant
U25958,2024-04-19 15:36:54,2,341142,255,1,2,4,Dormant
U25959,2024-11-11 10:07:17,2,59155,49,3,2,2,Casual
U25960,2024-02-13 16:57:57,1,15482,321,1,1,1,Dormant
U25961,2024-03-14 10:19:26,1,3375,291,1,1,1,Dormant
U25962,2024-09-07 09:43:31,1,10818,114,2,1,1,Dormant
U25963,2024-12-29 08:10:30,2,148081,1,4,2,3,Potential Loyalists
U25964,2024-12-23 22:00:37,3,335479,7,4,2,4,Potential Loyalists
U25965,2024-07-26 21:02:37,1,5957,157,2,1,1,Dormant
U25966,2024-11-03 12:50:24,2,251258,57,3,2,3,Casual
U25967,2024-08-31 14:07:53,2,181245,121,2,2,3,Dormant
U25969,2024-12-12 22:02:12,3,104117,18,4,2,2,Potential Loyalists
U25970,2024-11-11 13:56:56,2,25415,49,3,2,1,Casual
U25971,2024-11-15 10:10:01,1,15825,45,3,1,1,Casual
U25972,2024-10-02 12:29:48,2,112635,89,2,2,2,Dormant
U25974,2024-11-09 08:55:37,1,6517,51,3,1,1,Casual
U25975,2024-06-20 10:16:47,3,191985,193,1,2,3,Dormant
U25976,2024-05-18 18:12:12,2,153825,226,1,2,3,Dormant
U25977,2024-06-20 19:07:21,3,127464,193,1,2,3,Dormant
U25978,2024-11-08 15:07:40,5,299353,52,3,3,4,Loyal Customers
U25979,2024-10-21 22:09:39,3,156670,70,3,2,3,Casual
U25980,2024-12-05 11:44:54,1,19777,25,4,1,1,New Customers
U25981,2024-09-11 09:48:22,1,51989,110,2,1,2,Dormant
U25982,2024-12-24 16:53:46,3,48807,6,4,2,2,Potential Loyalists
U25983,2024-11-04 21:57:19,2,32716,56,3,2,1,Casual
U25984,2024-06-28 13:49:37,2,322880,185,1,2,4,Dormant
U25985,2024-10-12 11:35:56,1,20423,79,3,1,1,Casual
U25986,2024-11-17 19:35:11,3,194062,43,3,2,3,Casual
U25987,2024-12-24 11:32:24,4,148061,6,4,3,3,Champions
U25988,2024-09-18 12:18:46,3,64061,103,2,2,2,Dormant
U25989,2024-07-09 18:27:05,2,38316,174,1,2,2,Dormant
U25990,2024-11-10 19:01:57,5,171911,50,3,3,3,Loyal Customers
U25991,2024-11-30 15:02:22,4,393864,30,4,3,4,Champions
U25992,2024-11-05 14:27:32,5,255094,55,3,3,4,Loyal Customers
U25993,2024-11-11 10:07:55,3,68203,49,3,2,2,Casual
U25994,2024-02-18 23:36:22,1,17060,316,1,1,1,Dormant
U25995,2024-04-10 19:59:58,2,19993,264,1,2,1,Dormant
U25996,2024-12-02 20:18:27,2,57973,28,4,2,2,Potential Loyalists
U25997,2024-09-21 22:00:44,3,105694,100,2,2,2,Dormant
U25998,2024-11-01 17:46:06,2,23908,59,3,2,1,Casual
U25999,2024-11-23 23:42:43,3,697125,37,4,2,4,Potential Loyalists
U26000,2024-07-19 12:17:43,1,48226,164,2,1,2,Dormant
U26001,2024-12-01 18:11:56,5,122712,29,4,3,3,Champions
U26002,2024-12-13 20:37:36,5,264778,17,4,3,4,Champions
U26003,2024-04-13 08:42:49,1,102982,261,1,1,2,Dormant
U26004,2024-07-10 19:41:52,2,36718,173,1,2,2,Dormant
U26005,2024-12-25 16:43:48,4,69139,5,4,3,2,Champions
U26006,2024-07-21 16:39:02,2,36190,162,2,2,2,Dormant
U26007,2024-09-29 19:19:19,1,152956,92,2,1,3,Dormant
U26008,2024-04-09 12:11:54,1,51054,265,1,1,2,Dormant
U26009,2024-12-18 20:52:17,2,25923,12,4,2,1,Potential Loyalists
U26010,2024-07-20 11:18:51,3,258010,163,2,2,4,Dormant
U26011,2024-10-21 22:16:22,3,436457,70,3,2,4,Casual
U26012,2024-06-18 19:50:19,1,97343,195,1,1,2,Dormant
U26013,2024-05-19 12:14:19,1,500000,225,1,1,4,Dormant
U26014,2024-11-12 21:18:07,2,208963,48,3,2,3,Casual
U26015,2024-12-22 13:17:54,4,549513,8,4,3,4,Champions
U26016,2024-03-13 19:06:24,2,60531,292,1,2,2,Dormant
U26018,2024-11-13 23:50:27,2,304858,47,3,2,4,Casual
U26019,2024-11-16 09:20:36,6,206794,44,3,3,3,Loyal Customers
U26020,2024-12-26 12:32:38,4,148268,4,4,3,3,Champions
U26021,2024-08-21 19:19:38,2,227604,131,2,2,3,Dormant
U26022,2024-09-20 22:05:12,3,292738,101,2,2,4,Dormant
U26023,2024-10-30 23:36:41,2,52906,61,3,2,2,Casual
U26024,2024-11-23 19:35:27,4,117930,37,4,3,3,Champions
U26025,2024-10-07 08:41:11,4,209582,84,2,3,3,At Risk
U26026,2024-06-30 21:05:27,1,32916,183,1,1,1,Dormant
U26027,2024-12-30 11:09:05,4,468595,0,4,3,4,Champions
U26028,2024-08-30 12:08:14,4,198442,122,2,3,3,At Risk
U26029,2024-03-24 23:53:58,1,24784,281,1,1,1,Dormant
U26030,2024-09-30 08:25:09,2,24700,91,2,2,1,Dormant
U26031,2024-05-18 10:48:46,1,46648,226,1,1,2,Dormant
U26032,2024-11-29 15:59:09,3,182441,31,4,2,3,Potential Loyalists
U26033,2024-12-26 10:54:44,3,835026,4,4,2,4,Potential Loyalists
U26034,2024-12-04 18:46:16,1,4066,26,4,1,1,New Customers
U26035,2024-05-15 10:43:25,2,34072,229,1,2,1,Dormant
U26036,2024-11-08 20:57:57,5,154977,52,3,3,3,Loyal Customers
U26037,2024-07-10 08:15:03,1,190495,173,1,1,3,Dormant
U26038,2024-11-14 16:16:04,2,109782,46,3,2,2,Casual
U26039,2024-06-13 17:29:12,3,319674,200,1,2,4,Dormant
U26040,2024-10-14 12:23:41,3,73647,77,3,2,2,Casual
U26041,2024-12-21 18:22:47,1,15656,9,4,1,1,New Customers
U26043,2024-11-12 23:44:51,3,333108,48,3,2,4,Casual
U26044,2024-11-11 14:59:56,2,65283,49,3,2,2,Casual
U26045,2024-11-09 13:16:06,2,137349,51,3,2,3,Casual
U26046,2024-02-28 15:27:17,2,79310,306,1,2,2,Dormant
U26047,2024-09-23 14:30:08,5,197346,98,2,3,3,At Risk
U26048,2024-11-28 16:42:50,2,495290,32,4,2,4,Potential Loyalists
U26049,2024-11-07 23:30:22,3,71121,53,3,2,2,Casual
U26050,2024-11-24 08:12:58,3,151790,36,4,2,3,Potential Loyalists
U26052,2024-12-23 11:38:41,3,357338,7,4,2,4,Potential Loyalists
U26053,2024-01-24 12:13:31,1,27407,341,1,1,1,Dormant
U26054,2024-11-10 11:34:44,1,31534,50,3,1,1,Casual
U26055,2024-11-09 10:52:33,3,190758,51,3,2,3,Casual
U26056,2024-06-25 22:39:55,2,223489,188,1,2,3,Dormant
U26057,2024-11-12 22:29:55,3,229959,48,3,2,3,Casual
U26058,2024-11-11 19:21:54,6,837339,49,3,3,4,Loyal Customers
U26059,2024-01-07 19:34:39,1,18931,358,1,1,1,Dormant
U26060,2024-04-28 08:28:56,2,24580,246,1,2,1,Dormant
U26061,2024-11-22 20:13:32,2,31907,38,4,2,1,Potential Loyalists
U26062,2024-12-28 21:17:03,1,26159,2,4,1,1,New Customers
U26063,2024-04-18 11:12:04,1,175916,256,1,1,3,Dormant
U26064,2024-11-13 10:05:23,2,9310,47,3,2,1,Casual
U26065,2024-11-10 14:21:56,3,30082,50,3,2,1,Casual
U26066,2024-10-02 14:22:22,3,159412,89,2,2,3,Dormant
U26067,2024-12-05 12:45:58,3,77772,25,4,2,2,Potential Loyalists
U26068,2024-12-29 22:35:07,2,64386,1,4,2,2,Potential Loyalists
U26069,2024-08-28 19:43:07,3,258199,124,2,2,4,Dormant
U26070,2024-01-03 16:11:50,1,21061,362,1,1,1,Dormant
U26071,2024-11-13 18:20:55,1,2936,47,3,1,1,Casual
U26072,2024-11-05 12:14:19,2,126409,55,3,2,3,Casual
U26073,2024-12-16 21:10:11,3,105680,14,4,2,2,Potential Loyalists
U26074,2024-12-12 14:03:31,2,8474,18,4,2,1,Potential Loyalists
U26075,2024-10-29 08:37:36,4,157299,62,3,3,3,Loyal Customers
U26076,2024-08-16 22:29:00,3,26078,136,2,2,1,Dormant
U26077,2024-11-09 08:14:18,2,47108,51,3,2,2,Casual
U26078,2024-12-04 14:56:24,2,179235,26,4,2,3,Potential Loyalists
U26079,2024-12-10 20:55:09,2,284071,20,4,2,4,Potential Loyalists
U26080,2024-09-29 11:39:10,3,382450,92,2,2,4,Dormant
U26081,2024-11-05 12:56:17,4,55829,55,3,3,2,Loyal Customers
U26082,2024-07-27 14:45:04,1,7510,156,2,1,1,Dormant
U26083,2024-03-14 14:41:33,2,172959,291,1,2,3,Dormant
U26084,2024-06-15 10:19:05,3,409088,198,1,2,4,Dormant
U26085,2024-11-08 19:42:55,3,201733,52,3,2,3,Casual
U26086,2024-11-11 17:44:26,3,273176,49,3,2,4,Casual
U26087,2024-11-07 11:48:16,2,34770,53,3,2,1,Casual
U26088,2024-12-07 22:29:40,2,202480,23,4,2,3,Potential Loyalists
U26089,2024-11-09 20:36:38,1,9144,51,3,1,1,Casual
U26090,2024-09-30 10:38:54,2,137537,91,2,2,3,Dormant
U26091,2024-03-15 08:50:39,1,42623,290,1,1,2,Dormant
U26092,2024-12-26 19:56:51,4,517074,4,4,3,4,Champions
U26093,2024-09-18 13:27:53,3,642582,103,2,2,4,Dormant
U26094,2024-11-13 10:56:29,3,169213,47,3,2,3,Casual
U26098,2024-03-13 11:44:14,1,21524,292,1,1,1,Dormant
U26099,2024-11-12 13:52:51,3,36525,48,3,2,2,Casual
U26100,2024-11-09 10:34:37,2,496635,51,3,2,4,Casual
U26101,2024-11-06 19:30:20,3,124211,54,3,2,3,Casual
U26102,2024-06-20 17:44:35,2,237689,193,1,2,3,Dormant
U26103,2024-11-05 11:47:37,2,124840,55,3,2,3,Casual
U26104,2024-09-28 23:14:11,2,161737,93,2,2,3,Dormant
U26105,2024-11-08 21:35:46,2,109629,52,3,2,2,Casual
U26106,2024-10-06 13:20:37,3,474822,85,2,2,4,Dormant
U26107,2024-11-14 23:56:09,2,166185,46,3,2,3,Casual
U26109,2024-08-09 16:22:28,2,63929,143,2,2,2,Dormant
U26110,2024-06-10 12:45:49,2,182317,203,1,2,3,Dormant
U26111,2024-09-04 18:03:28,2,36081,117,2,2,2,Dormant
U26113,2024-06-21 17:43:32,2,294795,192,1,2,4,Dormant
U26114,2024-09-06 12:51:36,2,106435,115,2,2,2,Dormant
U26116,2024-10-03 22:13:42,1,25048,88,2,1,1,Dormant
U26117,2024-11-07 12:22:08,5,71827,53,3,3,2,Loyal Customers
U26118,2024-10-10 16:11:23,3,468999,81,2,2,4,Dormant
U26120,2024-10-02 23:33:37,1,20175,89,2,1,1,Dormant
U26121,2024-09-27 18:43:45,1,5358,94,2,1,1,Dormant
U26122,2024-07-12 15:52:12,1,217193,171,1,1,3,Dormant
U26123,2024-04-02 19:21:23,1,62884,272,1,1,2,Dormant
U26124,2024-02-29 14:08:41,2,181533,305,1,2,3,Dormant
U26125,2024-10-01 12:31:33,2,536604,90,2,2,4,Dormant
U26126,2024-07-20 16:02:17,4,336427,163,2,3,4,Can't Lose Them
U26127,2024-12-25 16:49:57,2,33398,5,4,2,1,Potential Loyalists
U26128,2024-12-04 22:30:00,4,105341,26,4,3,2,Champions
U26130,2024-12-21 21:30:03,3,46001,9,4,2,2,Potential Loyalists
U26131,2024-12-08 21:06:18,4,59009,22,4,3,2,Champions
U26132,2024-11-16 11:36:07,1,9583,44,3,1,1,Casual
U26133,2024-02-12 09:58:11,1,92675,322,1,1,2,Dormant
U26134,2024-03-14 13:43:17,3,231200,291,1,2,3,Dormant
U26135,2024-04-04 17:15:08,1,20151,270,1,1,1,Dormant
U26136,2024-12-05 14:57:03,3,129950,25,4,2,3,Potential Loyalists
U26137,2024-11-24 11:51:28,3,177692,36,4,2,3,Potential Loyalists
U26138,2024-12-23 17:57:12,3,71424,7,4,2,2,Potential Loyalists
U26139,2024-02-28 20:55:06,2,417381,306,1,2,4,Dormant
U26140,2024-07-24 14:25:31,1,8043,159,2,1,1,Dormant
U26141,2024-08-08 15:10:48,1,4069,144,2,1,1,Dormant
U26142,2024-07-10 17:09:10,1,30207,173,1,1,1,Dormant
U26143,2024-12-25 17:38:33,4,134323,5,4,3,3,Champions
U26144,2024-12-27 11:41:51,4,143232,3,4,3,3,Champions
U26145,2024-05-21 21:54:20,1,50232,223,1,1,2,Dormant
U26146,2024-11-12 18:56:17,3,252904,48,3,2,3,Casual
U26147,2024-12-29 13:47:55,2,528763,1,4,2,4,Potential Loyalists
U26148,2024-11-13 22:49:01,1,63299,47,3,1,2,Casual
U26149,2024-10-30 19:17:46,5,179566,61,3,3,3,Loyal Customers
U26150,2024-11-15 14:33:43,1,50323,45,3,1,2,Casual
U26151,2024-12-12 15:30:03,2,25913,18,4,2,1,Potential Loyalists
U26152,2024-09-19 08:19:48,2,12587,102,2,2,1,Dormant
U26154,2024-09-27 13:03:52,4,180603,94,2,3,3,At Risk
U26155,2024-12-18 22:04:51,1,7248,12,4,1,1,New Customers
U26156,2024-06-30 22:41:52,2,10066,183,1,2,1,Dormant
U26157,2024-09-28 23:36:01,6,393484,93,2,3,4,Can't Lose Them
U26158,2024-06-01 14:45:30,2,269591,212,1,2,4,Dormant
U26159,2024-12-25 22:09:40,4,46966,5,4,3,2,Champions
U26160,2024-11-06 20:20:38,3,52597,54,3,2,2,Casual
U26162,2024-11-12 23:58:02,3,46239,48,3,2,2,Casual
U26163,2024-11-18 18:46:33,1,228203,42,4,1,3,New Customers
U26164,2024-11-10 18:27:34,3,282824,50,3,2,4,Casual
U26165,2024-06-09 10:50:59,3,126302,204,1,2,3,Dormant
U26166,2024-08-15 10:55:28,2,31731,137,2,2,1,Dormant
U26167,2024-12-16 18:42:34,2,359258,14,4,2,4,Potential Loyalists
U26168,2024-11-05 21:08:58,5,540065,55,3,3,4,Loyal Customers
U26169,2024-11-26 11:33:37,4,556634,34,4,3,4,Champions
U26172,2024-10-18 17:02:59,3,66350,73,3,2,2,Casual
U26173,2024-11-11 10:32:34,4,57881,49,3,3,2,Loyal Customers
U26174,2024-11-29 17:04:01,1,18789,31,4,1,1,New Customers
U26175,2024-09-27 18:20:41,3,714547,94,2,2,4,Dormant
U26176,2024-12-10 10:58:03,1,197492,20,4,1,3,New Customers
U26177,2024-07-06 22:06:26,2,33025,177,1,2,1,Dormant
U26178,2024-11-29 15:40:26,2,160588,31,4,2,3,Potential Loyalists
U26179,2024-02-01 21:09:52,1,178314,333,1,1,3,Dormant
U26180,2024-12-25 23:41:31,2,245742,5,4,2,3,Potential Loyalists
U26181,2024-10-03 18:35:19,1,291271,88,2,1,4,Dormant
U26182,2024-12-25 15:30:47,6,106996,5,4,3,2,Champions
U26183,2024-11-23 11:57:25,5,349640,37,4,3,4,Champions
U26184,2024-11-09 12:58:04,3,42082,51,3,2,2,Casual
U26185,2024-10-17 12:32:05,2,164608,74,3,2,3,Casual
U26186,2024-06-04 17:18:12,1,2764,209,1,1,1,Dormant
U26187,2024-12-28 19:22:20,3,127820,2,4,2,3,Potential Loyalists
U26188,2024-12-07 20:11:28,2,23385,23,4,2,1,Potential Loyalists
U26189,2024-02-29 18:02:36,1,7329,305,1,1,1,Dormant
U26190,2024-05-28 21:25:22,2,350173,216,1,2,4,Dormant
U26191,2024-10-03 08:02:13,1,14061,88,2,1,1,Dormant
U26192,2024-11-18 15:09:51,3,66950,42,4,2,2,Potential Loyalists
U26193,2024-09-24 14:11:50,2,203170,97,2,2,3,Dormant
U26194,2024-11-27 09:02:07,4,735699,33,4,3,4,Champions
U26195,2024-11-11 15:30:50,2,46607,49,3,2,2,Casual
U26196,2024-12-25 09:10:17,2,28716,5,4,2,1,Potential Loyalists
U26197,2024-11-11 10:26:43,2,544971,49,3,2,4,Casual
U26198,2024-05-06 15:37:40,2,17796,238,1,2,1,Dormant
U26199,2024-12-10 09:17:54,2,133865,20,4,2,3,Potential Loyalists
U26200,2024-11-11 16:24:35,4,462806,49,3,3,4,Loyal Customers
U26201,2024-11-13 19:01:56,2,16010,47,3,2,1,Casual
U26202,2024-03-24 18:17:44,2,345921,281,1,2,4,Dormant
U26203,2024-09-30 16:56:46,1,13561,91,2,1,1,Dormant
U26204,2024-05-27 11:41:28,3,126115,217,1,2,3,Dormant
U26205,2024-03-04 11:59:21,3,46147,301,1,2,2,Dormant
U26206,2024-09-03 23:08:00,4,216261,118,2,3,3,At Risk
U26207,2024-06-30 17:30:47,2,32047,183,1,2,1,Dormant
U26208,2024-12-15 21:35:59,4,561294,15,4,3,4,Champions
U26209,2024-07-03 21:04:29,1,13847,180,1,1,1,Dormant
U26210,2024-09-27 15:57:52,3,130395,94,2,2,3,Dormant
U26211,2024-12-13 15:03:16,6,417336,17,4,3,4,Champions
