user_id,gender,age_group,device_type,acquisition_channel,first_action_type,referral_generation,referred_by_user_id
U32477,F,20대,ios,ad,sent,3,U15276
U32478,F,50대+,android,ad,sent,1,U05943
U32479,F,30대,ios,organic,sent,1,U12274
U32480,M,20대,ios,search,sent,0,
U32481,M,40대,ios,search,received,0,
U32482,F,20대,ios,gift_received,received,0,
U32483,F,40대,ios,organic,sent,0,
U32484,F,40대,android,organic,sent,1,U24711
U32485,F,30대,android,gift_received,received,3,U29353
U32486,F,30대,ios,organic,sent,0,
U32487,F,30대,ios,organic,sent,0,
U32488,M,20대,android,gift_received,received,2,U30688
U32489,M,40대,ios,gift_received,received,0,
U32490,F,30대,android,ad,received,3,U31914
U32491,F,30대,ios,organic,received,1,U09807
U32492,F,20대,android,ad,received,2,U20367
U32493,F,40대,android,ad,received,1,U00996
U32494,F,40대,android,organic,sent,0,
U32495,F,10대,ios,organic,sent,0,
U32496,M,40대,ios,gift_received,received,1,U01270
U32497,M,30대,ios,ad,sent,2,U06819
U32498,F,20대,android,ad,sent,1,U07541
U32499,F,50대+,android,gift_received,received,1,U12083
U32500,F,20대,ios,organic,sent,2,U30954
U32501,M,30대,ios,gift_received,received,1,U30832
U32502,F,30대,ios,organic,received,1,U02043
U32503,M,20대,android,gift_received,received,2,U11476
U32504,F,40대,ios,organic,sent,0,
U32505,F,30대,ios,organic,sent,1,U05973
U32506,F,30대,android,gift_received,received,0,
U32507,F,30대,android,gift_received,received,0,
U32508,F,10대,ios,organic,sent,1,U19802
U32509,M,20대,android,gift_received,received,1,U20202
U32510,M,30대,ios,organic,sent,1,U19835
U32511,M,30대,android,gift_received,received,0,
U32512,M,30대,android,ad,sent,0,
U32513,F,40대,android,gift_received,received,1,U09385
U32514,F,40대,ios,gift_received,received,1,U16707
U32515,F,30대,android,gift_received,received,1,U00529
U32516,M,30대,android,gift_received,received,0,
U32517,F,30대,ios,gift_received,received,1,U14013
U32518,F,40대,android,gift_received,received,0,
U32519,F,40대,android,gift_received,received,0,
U32520,F,20대,android,organic,received,1,U00682
U32521,F,20대,android,gift_received,received,0,
U32522,F,30대,ios,organic,received,1,U16654
U32523,M,30대,ios,gift_received,received,0,
U32524,F,20대,ios,gift_received,received,1,U05373
U32525,M,10대,ios,ad,received,1,U05906
U32526,M,40대,ios,organic,received,0,
U32527,F,40대,ios,ad,sent,2,U16970
U32528,F,50대+,ios,gift_received,received,1,U15872
U32529,F,20대,ios,gift_received,received,1,U16353
U32530,F,10대,ios,organic,sent,1,U16667
U32531,F,30대,android,ad,sent,2,U21076
U32532,M,40대,android,organic,sent,1,U06886
U32533,F,40대,ios,gift_received,received,1,U00141
U32534,F,30대,ios,gift_received,received,1,U11343
U32535,F,40대,ios,organic,sent,1,U26867
U32536,F,10대,android,gift_received,received,0,
U32537,F,20대,ios,gift_received,received,2,U28515
U32538,F,20대,android,organic,received,1,U00615
U32539,F,40대,ios,search,received,1,U15304
U32540,F,30대,android,search,received,1,U20143
U32541,M,40대,ios,gift_received,received,1,U32441
U32542,M,30대,ios,ad,received,0,
U32543,F,30대,android,search,received,1,U11779
U32544,F,30대,android,ad,sent,2,U02099
U32545,M,30대,android,organic,sent,0,
U32546,F,40대,ios,gift_received,received,2,U06247
U32547,M,40대,ios,gift_received,received,0,
U32548,M,20대,android,gift_received,received,2,U05377
U32549,M,20대,android,gift_received,received,1,U26338
U32550,F,30대,android,organic,sent,0,
U32551,F,30대,ios,organic,sent,0,
U32552,M,40대,ios,gift_received,received,1,U15084
U32553,F,20대,ios,gift_received,received,1,U31942
U32554,F,30대,ios,gift_received,received,1,U15770
U32555,F,20대,ios,organic,sent,3,U10827
U32556,M,30대,android,search,received,0,
U32557,F,30대,ios,gift_received,received,1,U17938
U32558,F,20대,ios,gift_received,received,1,U21420
U32559,F,10대,android,gift_received,received,1,U22517
U32560,M,10대,android,ad,received,0,
U32561,M,30대,android,ad,sent,2,U22393
U32562,F,30대,ios,gift_received,received,2,U19417
U32563,F,20대,android,organic,received,2,U23412
U32564,F,10대,ios,organic,received,1,U15181
U32565,F,30대,ios,organic,sent,3,U24955
U32566,F,40대,ios,organic,received,0,
U32567,F,50대+,android,organic,received,2,U18435
U32568,M,20대,ios,ad,sent,2,U31383
U32569,M,40대,android,organic,sent,1,U30177
U32570,F,20대,android,search,sent,1,U23879
U32571,M,20대,android,ad,sent,1,U07529
U32572,F,20대,android,ad,sent,2,U28715
U32573,F,40대,android,organic,sent,2,U24823
U32574,M,30대,android,gift_received,received,2,U12715
U32575,M,50대+,ios,organic,sent,0,
U32576,M,40대,ios,organic,sent,1,U25406
U32577,F,30대,ios,organic,sent,0,
U32578,F,30대,ios,gift_received,received,1,U06918
U32579,F,40대,android,organic,received,3,U32409
U32580,M,30대,ios,organic,received,1,U17012
U32581,M,40대,android,gift_received,received,1,U18508
U32582,M,30대,android,gift_received,received,2,U13420
U32583,F,40대,android,gift_received,received,1,U15387
U32584,F,30대,android,gift_received,received,1,U14397
U32585,M,30대,ios,ad,received,2,U10521
U32586,M,20대,ios,gift_received,received,0,
U32587,M,30대,android,organic,sent,0,
U32588,F,30대,ios,ad,sent,3,U22976
U32589,F,30대,android,ad,received,1,U32230
U32590,F,30대,ios,gift_received,received,0,
U32591,M,50대+,ios,gift_received,received,0,
U32592,F,40대,ios,search,sent,3,U32537
U32593,F,30대,ios,gift_received,received,2,U28713
U32594,F,30대,android,organic,sent,1,U03264
U32595,F,50대+,ios,ad,sent,1,U00324
U32596,F,30대,android,organic,received,0,
U32597,M,20대,android,gift_received,received,0,
U32598,F,30대,android,ad,sent,1,U13043
U32599,F,20대,ios,search,received,2,U09895
U32600,M,30대,android,gift_received,received,2,U29628
U32601,M,30대,android,organic,received,3,U02524
U32602,F,20대,ios,gift_received,received,0,
U32603,F,30대,android,search,received,2,U02413
U32604,F,20대,android,gift_received,received,0,
U32605,F,30대,ios,gift_received,received,2,U09987
U32606,F,50대+,android,gift_received,received,1,U08250
U32607,M,20대,ios,organic,sent,0,
U32608,M,20대,android,gift_received,received,3,U30832
U32609,F,30대,ios,gift_received,received,1,U02321
U32610,M,40대,android,gift_received,received,0,
U32611,M,40대,ios,organic,received,0,
U32612,M,50대+,android,search,received,0,
U32613,M,20대,ios,gift_received,received,1,U11992
U32614,M,20대,android,ad,sent,0,
U32615,F,40대,ios,organic,received,0,
U32616,F,30대,ios,search,sent,0,
U32617,F,30대,ios,search,sent,0,
U32618,M,30대,android,gift_received,received,1,U24779
U32619,F,20대,android,ad,sent,0,
U32620,F,40대,android,ad,received,1,U21893
U32621,M,40대,ios,ad,received,1,U14885
U32622,F,30대,android,search,sent,0,
U32623,M,20대,android,gift_received,received,1,U13104
U32624,F,50대+,android,ad,sent,2,U15810
U32625,F,20대,android,ad,received,2,U17865
U32626,F,20대,ios,gift_received,received,2,U26302
U32627,F,40대,ios,gift_received,received,2,U22746
U32628,F,20대,android,ad,received,1,U22882
U32629,F,20대,android,gift_received,received,1,U04071
U32630,M,30대,ios,gift_received,received,0,
U32631,F,30대,ios,search,received,1,U23041
U32632,F,40대,android,organic,received,2,U20777
U32633,F,10대,android,gift_received,received,1,U29077
U32634,M,10대,ios,ad,sent,1,U00697
U32635,F,40대,android,ad,received,0,
U32636,M,40대,android,search,sent,1,U25449
U32637,F,10대,android,ad,sent,0,
U32638,F,50대+,android,organic,sent,1,U12146
U32639,F,10대,ios,search,received,0,
U32640,F,30대,ios,organic,received,1,U20406
U32641,F,20대,ios,gift_received,received,2,U32173
U32642,F,40대,android,organic,received,1,U07517
U32643,F,40대,android,gift_received,received,2,U24926
U32644,M,10대,ios,gift_received,received,2,U01545
U32645,F,10대,ios,gift_received,received,0,
U32646,F,30대,android,ad,sent,1,U19963
U32647,M,20대,android,gift_received,received,0,
U32648,M,40대,ios,gift_received,received,0,
U32649,F,30대,ios,gift_received,received,1,U17439
U32650,F,40대,ios,gift_received,received,1,U09389
U32651,M,40대,android,ad,sent,1,U15260
U32652,M,30대,ios,organic,sent,0,
U32653,F,10대,android,search,received,0,
U32654,M,40대,android,gift_received,received,2,U25395
U32655,M,30대,android,gift_received,received,2,U16298
U32656,F,30대,android,gift_received,received,0,
U32657,F,20대,ios,ad,sent,2,U01173
U32658,F,40대,android,gift_received,received,0,
U32659,F,30대,ios,gift_received,received,0,
U32660,F,30대,android,organic,received,0,
U32661,F,40대,ios,ad,sent,1,U14797
U32662,F,20대,android,search,sent,1,U30475
U32663,F,30대,android,ad,received,1,U15056
U32664,F,30대,ios,gift_received,received,2,U14014
U32665,M,20대,ios,gift_received,received,0,
U32666,F,30대,android,gift_received,received,1,U12772
U32667,M,20대,ios,organic,sent,0,
U32668,F,20대,android,organic,received,2,U03560
U32669,M,40대,android,gift_received,received,1,U12445
U32670,M,20대,ios,organic,sent,1,U03600
U32671,F,30대,ios,organic,received,0,
U32672,M,30대,ios,gift_received,received,1,U08096
U32673,M,40대,android,ad,received,0,
U32674,F,30대,android,organic,received,0,
U32675,F,20대,android,gift_received,received,0,
U32676,F,20대,ios,ad,sent,2,U15187
U32677,M,50대+,ios,ad,received,2,U22959
U32678,M,40대,ios,organic,sent,1,U22238
U32679,M,20대,ios,organic,received,1,U08224
U32680,F,30대,ios,gift_received,received,2,U01856
U32681,F,20대,android,organic,sent,2,U07304
U32682,F,30대,ios,gift_received,received,1,U06879
U32683,M,40대,android,organic,received,0,
U32684,F,30대,android,organic,sent,1,U00804
U32685,F,20대,ios,gift_received,received,0,
U32686,F,30대,android,ad,received,0,
U32687,M,30대,android,search,sent,1,U01825
U32688,M,20대,ios,ad,sent,1,U14671
U32689,F,30대,ios,ad,received,1,U18899
U32690,F,30대,ios,organic,received,0,
U32691,M,20대,ios,search,sent,2,U24704
U32692,F,30대,ios,gift_received,received,1,U09467
U32693,F,30대,ios,gift_received,received,0,
U32694,M,30대,android,gift_received,received,1,U17011
U32695,F,20대,android,organic,sent,1,U03130
U32696,F,30대,ios,gift_received,received,1,U26476
U32697,F,30대,ios,gift_received,received,0,
U32698,M,50대+,android,organic,sent,1,U16825
U32699,F,50대+,android,gift_received,received,3,U01624
U32700,F,20대,android,gift_received,received,0,
U32701,F,30대,android,ad,sent,1,U20390
U32702,F,30대,android,ad,sent,1,U18117
U32703,F,20대,ios,ad,sent,0,
U32704,M,50대+,android,search,received,2,U31703
U32705,M,30대,android,gift_received,received,1,U27097
U32706,M,40대,android,gift_received,received,0,
U32707,F,40대,android,organic,received,2,U32703
U32708,M,30대,ios,ad,received,1,U25616
U32709,M,10대,android,ad,sent,0,
U32710,F,20대,android,organic,sent,0,
U32711,F,30대,android,search,sent,1,U04218
U32712,M,40대,ios,ad,sent,1,U07491
U32713,F,50대+,ios,gift_received,received,0,
U32714,M,40대,android,gift_received,received,0,
U32715,F,30대,ios,organic,sent,0,
U32716,F,30대,android,organic,sent,2,U10881
U32717,F,20대,ios,ad,sent,0,
U32718,F,10대,android,organic,sent,0,
U32719,M,30대,android,gift_received,received,0,
U32720,F,20대,ios,organic,sent,2,U00321
U32721,F,20대,android,organic,received,0,
U32722,M,30대,ios,search,sent,1,U08010
U32723,M,40대,ios,gift_received,received,1,U20939
U32724,M,20대,ios,organic,sent,1,U09303
U32725,M,30대,ios,gift_received,received,1,U26081
U32726,F,20대,ios,organic,received,0,
U32727,M,20대,android,search,sent,1,U12153
U32728,F,30대,android,gift_received,received,1,U00137
U32729,F,30대,ios,ad,sent,2,U01000
U32730,M,40대,android,organic,sent,1,U16788
U32731,F,40대,android,gift_received,received,0,
U32732,F,30대,android,search,received,1,U11314
U32733,M,20대,android,ad,sent,0,
U32734,F,40대,android,gift_received,received,2,U21509
U32735,F,20대,android,gift_received,received,0,
U32736,M,30대,ios,gift_received,received,1,U22774
U32737,F,30대,ios,organic,sent,1,U21600
U32738,M,40대,android,gift_received,received,0,
U32739,F,20대,android,gift_received,received,1,U30337
U32740,F,50대+,ios,gift_received,received,1,U19600
U32741,F,40대,ios,ad,sent,1,U19636
U32742,F,20대,ios,search,sent,0,
U32743,F,30대,ios,ad,sent,0,
U32744,F,30대,android,organic,received,1,U18024
U32745,F,20대,ios,organic,sent,2,U24530
U32746,F,40대,ios,search,received,1,U26302
U32747,F,40대,android,gift_received,received,1,U27858
U32748,M,30대,android,ad,received,0,
U32749,F,30대,android,ad,received,0,
U32750,F,30대,ios,search,received,0,
U32751,F,30대,ios,organic,received,0,
U32752,F,30대,android,organic,sent,1,U02149
U32753,M,30대,ios,gift_received,received,0,
U32754,F,40대,ios,gift_received,received,1,U12357
U32755,F,20대,ios,gift_received,received,1,U03033
U32756,M,30대,android,gift_received,received,1,U11681
U32757,M,40대,android,organic,received,1,U16226
U32758,M,40대,android,organic,sent,1,U07004
U32759,F,30대,android,ad,sent,1,U07972
U32760,F,30대,android,gift_received,received,0,
U32761,M,20대,ios,ad,sent,0,
U32762,M,40대,ios,organic,sent,1,U11552
U32763,M,30대,android,ad,sent,0,
U32764,F,30대,ios,gift_received,received,2,U25991
U32765,F,50대+,android,gift_received,received,1,U15360
U32766,F,20대,ios,gift_received,received,1,U27652
U32767,F,20대,android,organic,received,2,U01171
U32768,F,10대,android,organic,received,3,U08250
U32769,F,40대,android,search,sent,2,U16853
U32770,F,20대,android,gift_received,received,1,U06046
U32771,M,30대,ios,organic,received,0,
U32772,M,30대,ios,gift_received,received,0,
U32773,M,20대,android,organic,sent,0,
U32774,F,20대,ios,search,received,0,
U32775,F,30대,android,ad,received,0,
U32776,F,40대,ios,ad,received,0,
U32777,F,20대,android,organic,sent,0,
U32778,M,30대,ios,organic,sent,3,U15409
U32779,M,30대,android,gift_received,received,3,U10254
U32780,F,20대,android,organic,received,1,U15947
U32781,F,40대,ios,organic,sent,1,U06564
U32782,M,10대,ios,organic,sent,1,U27460
U32783,F,40대,android,gift_received,received,2,U25493
U32784,M,20대,android,gift_received,received,0,
U32785,M,40대,ios,ad,received,1,U11518
U32786,F,40대,android,gift_received,received,1,U27552
U32787,M,30대,android,ad,received,0,
U32788,M,40대,ios,ad,received,3,U25824
U32789,F,20대,android,gift_received,received,1,U10473
U32790,F,40대,ios,gift_received,received,0,
U32791,M,20대,android,organic,sent,2,U16686
U32792,M,30대,ios,gift_received,received,1,U18197
U32793,M,30대,android,search,received,0,
U32794,F,10대,ios,organic,received,2,U19195
U32795,M,50대+,android,gift_received,received,0,
U32796,F,20대,ios,gift_received,received,0,
U32797,F,20대,android,organic,sent,2,U30053
U32798,F,10대,ios,gift_received,received,1,U27488
U32799,M,30대,android,gift_received,received,1,U11804
U32800,M,30대,android,ad,sent,1,U13761
U32801,M,50대+,android,ad,sent,0,
U32802,F,40대,android,organic,received,1,U04105
U32803,M,10대,ios,ad,received,2,U16991
U32804,M,20대,ios,search,sent,1,U22885
U32805,F,40대,ios,gift_received,received,1,U03498
U32806,F,10대,ios,gift_received,received,3,U20008
U32807,M,20대,android,ad,sent,1,U28277
U32808,F,30대,ios,gift_received,received,0,
U32809,F,20대,android,ad,sent,1,U23659
U32810,M,20대,android,gift_received,received,0,
U32811,F,30대,ios,search,sent,1,U05077
U32812,F,10대,android,organic,received,2,U06906
U32813,M,50대+,android,organic,received,1,U11768
U32814,M,30대,ios,ad,received,1,U16707
U32815,F,30대,android,organic,received,0,
U32816,F,30대,android,organic,sent,1,U30486
U32817,F,30대,ios,ad,received,1,U20365
U32818,F,30대,ios,gift_received,received,1,U13257
U32819,F,10대,android,organic,sent,1,U26346
U32820,F,40대,android,organic,sent,1,U10741
U32821,F,30대,ios,organic,sent,1,U16123
U32822,F,20대,android,organic,sent,0,
U32823,M,50대+,ios,gift_received,received,0,
U32824,M,20대,android,ad,sent,2,U32463
U32825,M,40대,android,gift_received,received,0,
U32826,M,40대,android,search,received,0,
U32827,F,20대,ios,gift_received,received,0,
U32828,F,20대,ios,organic,sent,1,U29150
U32829,M,30대,ios,gift_received,received,2,U30520
U32830,F,50대+,ios,ad,received,0,
U32831,M,40대,ios,organic,received,1,U22936
U32832,F,40대,android,gift_received,received,0,
U32833,M,30대,ios,ad,sent,1,U10759
U32834,F,20대,android,ad,sent,1,U09107
U32835,F,20대,android,organic,received,2,U21986
U32836,M,30대,android,search,sent,1,U08993
U32837,M,50대+,android,gift_received,received,1,U30084
U32838,F,20대,ios,organic,sent,2,U03737
U32839,M,40대,ios,ad,sent,0,
U32840,M,30대,android,organic,sent,1,U21251
U32841,F,50대+,android,gift_received,received,2,U03502
U32842,F,40대,android,ad,sent,0,
U32843,F,30대,ios,gift_received,received,1,U22923
U32844,F,20대,ios,gift_received,received,0,
U32845,M,20대,ios,organic,sent,1,U10360
U32846,M,40대,android,gift_received,received,2,U30082
U32847,F,30대,android,organic,received,1,U12361
U32848,F,20대,ios,gift_received,received,0,
U32849,F,30대,android,ad,sent,0,
U32850,F,20대,android,ad,sent,0,
U32851,F,10대,android,ad,received,1,U01383
U32852,M,10대,android,organic,sent,1,U23530
U32853,M,40대,android,ad,sent,2,U13389
U32854,M,20대,android,search,received,1,U09026
U32855,M,40대,android,ad,received,2,U21911
U32856,F,20대,android,organic,sent,0,
U32857,M,20대,ios,organic,sent,0,
U32858,F,30대,ios,organic,sent,1,U07794
U32859,F,30대,android,ad,received,0,
U32860,M,30대,android,gift_received,received,3,U01444
U32861,F,20대,ios,gift_received,received,1,U21760
U32862,M,30대,ios,organic,sent,0,
U32863,F,30대,ios,search,sent,1,U06271
U32864,F,10대,ios,gift_received,received,2,U16597
U32865,M,20대,ios,organic,sent,0,
U32866,M,20대,android,organic,sent,2,U22581
U32867,F,20대,android,organic,received,0,
U32868,M,20대,ios,gift_received,received,2,U03090
U32869,M,20대,ios,ad,received,2,U18625
U32870,F,40대,android,gift_received,received,1,U19187
U32871,F,20대,ios,search,received,0,
U32872,M,30대,ios,organic,received,1,U19683
U32873,M,20대,android,gift_received,received,2,U25715
U32874,F,20대,android,organic,sent,1,U22851
U32875,F,30대,ios,organic,sent,1,U21651
U32876,F,40대,ios,gift_received,received,0,
U32877,F,10대,ios,gift_received,received,1,U19040
U32878,M,40대,ios,gift_received,received,2,U27180
U32879,F,50대+,android,search,received,0,
U32880,M,40대,ios,ad,sent,2,U07226
U32881,F,20대,ios,organic,sent,3,U25747
U32882,F,20대,android,ad,sent,2,U22314
U32883,F,20대,android,ad,sent,0,
U32884,M,20대,ios,organic,sent,0,
U32885,F,30대,ios,ad,sent,2,U27465
U32886,M,40대,android,gift_received,received,1,U04935
U32887,M,30대,ios,organic,received,1,U14351
U32888,M,10대,ios,organic,sent,1,U07538
U32889,M,30대,android,gift_received,received,0,
U32890,F,20대,ios,organic,sent,1,U14483
U32891,F,20대,android,search,sent,1,U29582
U32892,M,40대,ios,organic,received,0,
U32893,M,40대,android,gift_received,received,1,U10549
U32894,M,30대,android,gift_received,received,2,U20589
U32895,F,30대,android,organic,sent,0,
U32896,F,40대,ios,gift_received,received,0,
U32897,M,20대,ios,gift_received,received,2,U09096
U32898,F,40대,android,gift_received,received,0,
U32899,F,10대,android,gift_received,received,0,
U32900,M,20대,android,gift_received,received,0,
U32901,F,20대,android,gift_received,received,1,U07202
U32902,M,20대,android,search,received,1,U06660
U32903,F,30대,android,organic,sent,2,U03457
U32904,F,30대,android,organic,received,2,U04161
U32905,F,30대,android,gift_received,received,1,U08877
U32906,M,20대,android,gift_received,received,1,U26591
U32907,F,20대,android,organic,sent,1,U22424
U32908,M,20대,ios,ad,received,1,U28469
U32909,F,50대+,android,gift_received,received,2,U12560
U32910,F,10대,android,organic,received,1,U27514
U32911,M,40대,android,ad,sent,2,U31534
U32912,F,20대,ios,ad,sent,1,U24214
U32913,M,30대,android,search,sent,2,U26196
U32914,F,30대,android,organic,sent,1,U17634
U32915,F,20대,ios,ad,received,2,U15124
U32916,F,20대,ios,gift_received,received,2,U20986
U32917,F,30대,android,ad,sent,1,U32766
U32918,F,30대,android,search,sent,1,U06700
U32919,M,40대,ios,gift_received,received,1,U08370
U32920,M,40대,android,organic,sent,0,
U32921,F,20대,android,organic,sent,2,U15825
U32922,F,10대,android,organic,received,1,U00167
U32923,F,10대,android,organic,received,1,U18498
U32924,F,40대,android,search,received,0,
U32925,M,30대,android,ad,sent,2,U15776
U32926,F,40대,android,gift_received,received,2,U29697
U32927,F,10대,android,gift_received,received,1,U03664
U32928,F,30대,ios,ad,sent,0,
U32929,F,40대,ios,organic,received,0,
U32930,M,40대,ios,gift_received,received,1,U18000
U32931,F,40대,ios,gift_received,received,0,
U32932,M,20대,android,gift_received,received,3,U10121
U32933,F,40대,android,organic,received,1,U11781
U32934,F,10대,ios,search,sent,1,U23846
U32935,F,20대,android,ad,sent,0,
U32936,F,30대,android,gift_received,received,2,U15442
U32937,M,30대,ios,gift_received,received,0,
U32938,M,30대,ios,ad,received,1,U25497
U32939,F,30대,android,gift_received,received,1,U27793
U32940,F,30대,android,organic,sent,0,
U32941,M,30대,ios,gift_received,received,0,
U32942,F,30대,ios,gift_received,received,0,
U32943,F,20대,android,gift_received,received,0,
U32944,F,30대,ios,gift_received,received,1,U16858
U32945,M,30대,android,gift_received,received,2,U09541
U32946,M,30대,android,gift_received,received,0,
U32947,M,20대,android,gift_received,received,1,U06649
U32948,M,40대,ios,search,sent,1,U15858
U32949,F,30대,android,gift_received,received,0,
U32950,M,40대,android,organic,received,0,
U32951,M,50대+,ios,search,sent,0,
U32952,F,30대,android,ad,sent,2,U15065
U32953,M,40대,ios,organic,sent,1,U20238
U32954,M,40대,android,gift_received,received,1,U16757
U32955,F,30대,android,gift_received,received,0,
U32956,F,30대,android,search,received,1,U24183
U32957,F,40대,android,organic,sent,0,
U32958,F,40대,android,organic,received,0,
U32959,F,20대,android,gift_received,received,0,
U32960,M,30대,ios,ad,sent,2,U29016
U32961,F,30대,android,gift_received,received,0,
U32962,M,30대,ios,organic,sent,1,U05663
U32963,M,20대,android,gift_received,received,2,U07797
U32964,F,20대,ios,gift_received,received,1,U14398
U32965,M,40대,android,organic,sent,2,U31225
U32966,M,50대+,android,gift_received,received,1,U01749
U32967,F,10대,android,ad,sent,2,U05457
U32968,F,20대,android,gift_received,received,0,
U32969,F,50대+,ios,organic,received,1,U32092
U32970,F,20대,android,organic,sent,1,U23381
U32971,F,20대,ios,search,received,0,
U32972,M,40대,android,organic,received,1,U16510
U32973,M,30대,ios,gift_received,received,0,
U32974,M,40대,ios,organic,sent,1,U16992
U32975,M,30대,ios,organic,sent,1,U05820
U32976,F,50대+,android,gift_received,received,1,U18422
U32977,M,30대,ios,gift_received,received,1,U04603
U32978,M,20대,ios,ad,received,1,U17647
U32979,M,40대,ios,gift_received,received,1,U13278
U32980,F,30대,ios,search,received,1,U18455
U32981,M,30대,android,search,sent,1,U11184
U32982,M,20대,ios,organic,received,0,
U32983,F,40대,android,organic,received,1,U18828
U32984,M,30대,ios,search,received,1,U27993
U32985,F,20대,android,search,received,1,U25575
U32986,M,20대,ios,gift_received,received,1,U20513
U32987,F,20대,android,ad,received,1,U30898
U32988,F,30대,ios,gift_received,received,2,U06446
U32989,F,20대,ios,gift_received,received,0,
U32990,F,20대,android,organic,sent,0,
U32991,F,40대,ios,ad,received,1,U09010
U32992,M,50대+,android,gift_received,received,2,U14505
U32993,M,50대+,ios,organic,sent,0,
U32994,F,30대,ios,ad,received,0,
U32995,M,10대,ios,gift_received,received,1,U31260
U32996,F,40대,ios,organic,received,3,U08975
U32997,M,30대,ios,ad,sent,1,U25467
U32998,F,40대,ios,gift_received,received,0,
U32999,F,20대,ios,gift_received,received,2,U18640
U33000,F,30대,android,search,received,0,
U33001,M,40대,android,ad,received,3,U30399
U33002,M,50대+,android,ad,received,2,U02437
U33003,F,50대+,android,organic,received,1,U26499
U33004,F,20대,android,ad,received,1,U12010
U33005,F,30대,android,search,received,0,
U33006,F,30대,android,gift_received,received,1,U30563
U33007,F,40대,ios,search,sent,0,
U33008,F,30대,android,search,received,1,U01234
U33009,F,30대,ios,ad,sent,1,U05434
U33010,F,30대,ios,organic,sent,2,U26532
U33011,M,30대,android,gift_received,received,1,U16167
U33012,M,30대,ios,organic,sent,2,U16881
U33013,F,30대,android,ad,sent,1,U07128
U33014,F,20대,ios,gift_received,received,0,
U33015,M,30대,ios,gift_received,received,1,U31230
U33016,M,40대,ios,organic,received,1,U27363
U33017,M,40대,ios,search,received,1,U07550
U33018,M,30대,ios,gift_received,received,2,U10752
U33019,M,30대,android,gift_received,received,1,U22596
U33020,M,20대,ios,gift_received,received,2,U06174
U33021,F,30대,android,organic,received,1,U20736
U33022,F,30대,ios,organic,received,1,U14944
U33023,F,50대+,android,search,sent,1,U08485
U33024,M,40대,android,organic,received,1,U31746
U33025,F,40대,ios,gift_received,received,0,
U33026,M,30대,ios,organic,sent,0,
U33027,F,20대,android,search,received,2,U01061
U33028,M,10대,android,ad,sent,2,U08110
U33029,M,30대,android,search,received,0,
U33030,M,20대,ios,gift_received,received,2,U04565
U33031,F,10대,ios,ad,sent,0,
U33032,F,40대,android,organic,sent,2,U22376
U33033,F,40대,android,organic,sent,2,U18997
U33034,M,30대,android,gift_received,received,0,
U33035,F,40대,android,organic,sent,1,U27899
U33036,F,30대,android,organic,sent,1,U31876
U33037,F,40대,android,gift_received,received,0,
U33038,F,30대,android,gift_received,received,2,U06019
U33039,M,40대,ios,ad,sent,0,
U33040,M,30대,android,gift_received,received,1,U25925
U33041,F,10대,android,search,sent,1,U18211
U33042,M,30대,ios,search,sent,0,
U33043,F,30대,android,gift_received,received,1,U14171
U33044,F,50대+,android,ad,sent,1,U05032
U33045,M,10대,ios,gift_received,received,1,U11490
U33046,M,20대,android,ad,sent,0,
U33047,F,20대,android,organic,received,1,U06586
U33048,F,40대,ios,gift_received,received,0,
U33049,F,30대,android,gift_received,received,1,U09273
U33050,M,40대,android,gift_received,received,0,
U33051,F,20대,android,gift_received,received,0,
U33052,M,40대,ios,search,sent,1,U25978
U33053,M,20대,ios,ad,sent,1,U05447
U33054,F,20대,android,organic,received,0,
U33055,M,40대,android,gift_received,received,2,U07608
U33056,F,30대,ios,ad,received,0,
U33057,F,40대,android,ad,sent,0,
U33058,F,20대,android,search,sent,0,
U33059,M,20대,android,ad,sent,3,U31254
U33060,F,30대,android,gift_received,received,1,U04933
U33061,F,40대,android,gift_received,received,3,U16955
U33062,F,40대,ios,gift_received,received,1,U10086
U33063,M,30대,android,organic,received,2,U20905
U33064,M,30대,ios,gift_received,received,1,U01315
U33065,F,30대,ios,organic,sent,1,U27436
U33066,M,20대,ios,gift_received,received,1,U20868
U33067,F,20대,android,gift_received,received,1,U02857
U33068,F,30대,android,ad,received,2,U31735
U33069,M,20대,ios,gift_received,received,0,
U33070,F,30대,android,search,sent,1,U02510
U33071,F,30대,ios,organic,sent,0,
U33072,M,40대,ios,organic,sent,1,U11889
U33073,F,20대,ios,gift_received,received,1,U23363
U33074,M,30대,android,gift_received,received,0,
U33075,M,30대,ios,organic,sent,1,U13323
U33076,M,40대,android,organic,received,2,U06946
U33077,F,10대,ios,ad,sent,1,U11357
U33078,M,20대,ios,organic,received,1,U26901
U33079,F,30대,ios,gift_received,received,1,U10914
U33080,F,20대,ios,ad,sent,2,U18841
U33081,M,30대,android,gift_received,received,1,U28280
U33082,F,50대+,android,gift_received,received,0,
U33083,F,20대,android,organic,sent,2,U11869
U33084,M,20대,ios,gift_received,received,1,U04695
U33085,M,30대,android,ad,received,2,U06595
U33086,M,30대,android,organic,received,3,U25130
U33087,M,30대,ios,search,sent,0,
U33088,M,20대,android,search,received,1,U03880
U33089,F,30대,android,search,sent,3,U22416
U33090,F,50대+,ios,organic,received,0,
U33091,F,40대,android,organic,sent,2,U05146
U33092,F,20대,android,search,sent,1,U22015
U33093,F,10대,android,organic,received,1,U16882
U33094,M,30대,android,organic,sent,0,
